,date,rides,region,year,month,day,weekday_num,weekday,month_name
17141,2022-06-19,0,xcel-energy-mountain-bike-park-50624,2022,6,19,6,Sunday,Jun
17142,2022-06-20,0,xcel-energy-mountain-bike-park-50624,2022,6,20,0,Monday,Jun
17143,2022-06-21,0,xcel-energy-mountain-bike-park-50624,2022,6,21,1,Tuesday,Jun
17144,2022-06-22,0,xcel-energy-mountain-bike-park-50624,2022,6,22,2,Wednesday,Jun
17145,2022-06-23,0,xcel-energy-mountain-bike-park-50624,2022,6,23,3,Thursday,Jun
17146,2022-06-24,0,xcel-energy-mountain-bike-park-50624,2022,6,24,4,Friday,Jun
17147,2022-06-25,2,xcel-energy-mountain-bike-park-50624,2022,6,25,5,Saturday,Jun
17148,2022-06-26,2,xcel-energy-mountain-bike-park-50624,2022,6,26,6,Sunday,Jun
17149,2022-06-27,0,xcel-energy-mountain-bike-park-50624,2022,6,27,0,Monday,Jun
17150,2022-06-28,0,xcel-energy-mountain-bike-park-50624,2022,6,28,1,Tuesday,Jun
17151,2022-06-29,0,xcel-energy-mountain-bike-park-50624,2022,6,29,2,Wednesday,Jun
17152,2022-06-30,0,xcel-energy-mountain-bike-park-50624,2022,6,30,3,Thursday,Jun
17153,2022-07-01,2,xcel-energy-mountain-bike-park-50624,2022,7,1,4,Friday,Jul
17154,2022-07-02,2,xcel-energy-mountain-bike-park-50624,2022,7,2,5,Saturday,Jul
17155,2022-07-03,1,xcel-energy-mountain-bike-park-50624,2022,7,3,6,Sunday,Jul
17156,2022-07-04,2,xcel-energy-mountain-bike-park-50624,2022,7,4,0,Monday,Jul
17157,2022-07-05,4,xcel-energy-mountain-bike-park-50624,2022,7,5,1,Tuesday,Jul
17158,2022-07-06,2,xcel-energy-mountain-bike-park-50624,2022,7,6,2,Wednesday,Jul
17159,2022-07-07,0,xcel-energy-mountain-bike-park-50624,2022,7,7,3,Thursday,Jul
17160,2022-07-08,0,xcel-energy-mountain-bike-park-50624,2022,7,8,4,Friday,Jul
17161,2022-07-09,3,xcel-energy-mountain-bike-park-50624,2022,7,9,5,Saturday,Jul
17162,2022-07-10,0,xcel-energy-mountain-bike-park-50624,2022,7,10,6,Sunday,Jul
17163,2022-07-11,1,xcel-energy-mountain-bike-park-50624,2022,7,11,0,Monday,Jul
17164,2022-07-12,1,xcel-energy-mountain-bike-park-50624,2022,7,12,1,Tuesday,Jul
17165,2022-07-13,0,xcel-energy-mountain-bike-park-50624,2022,7,13,2,Wednesday,Jul
17166,2022-07-14,2,xcel-energy-mountain-bike-park-50624,2022,7,14,3,Thursday,Jul
17167,2022-07-15,1,xcel-energy-mountain-bike-park-50624,2022,7,15,4,Friday,Jul
17168,2022-07-16,2,xcel-energy-mountain-bike-park-50624,2022,7,16,5,Saturday,Jul
17169,2022-07-17,1,xcel-energy-mountain-bike-park-50624,2022,7,17,6,Sunday,Jul
17170,2022-07-18,2,xcel-energy-mountain-bike-park-50624,2022,7,18,0,Monday,Jul
17171,2022-07-19,0,xcel-energy-mountain-bike-park-50624,2022,7,19,1,Tuesday,Jul
17172,2022-07-20,0,xcel-energy-mountain-bike-park-50624,2022,7,20,2,Wednesday,Jul
17173,2022-07-21,1,xcel-energy-mountain-bike-park-50624,2022,7,21,3,Thursday,Jul
17174,2022-07-22,0,xcel-energy-mountain-bike-park-50624,2022,7,22,4,Friday,Jul
17175,2022-07-23,8,xcel-energy-mountain-bike-park-50624,2022,7,23,5,Saturday,Jul
17176,2022-07-24,3,xcel-energy-mountain-bike-park-50624,2022,7,24,6,Sunday,Jul
17177,2022-07-25,1,xcel-energy-mountain-bike-park-50624,2022,7,25,0,Monday,Jul
17178,2022-07-26,6,xcel-energy-mountain-bike-park-50624,2022,7,26,1,Tuesday,Jul
17179,2022-07-27,3,xcel-energy-mountain-bike-park-50624,2022,7,27,2,Wednesday,Jul
17180,2022-07-28,1,xcel-energy-mountain-bike-park-50624,2022,7,28,3,Thursday,Jul
17181,2022-07-29,0,xcel-energy-mountain-bike-park-50624,2022,7,29,4,Friday,Jul
17182,2022-07-30,0,xcel-energy-mountain-bike-park-50624,2022,7,30,5,Saturday,Jul
17183,2022-07-31,0,xcel-energy-mountain-bike-park-50624,2022,7,31,6,Sunday,Jul
17184,2022-08-01,2,xcel-energy-mountain-bike-park-50624,2022,8,1,0,Monday,Aug
17185,2022-08-02,0,xcel-energy-mountain-bike-park-50624,2022,8,2,1,Tuesday,Aug
17186,2022-08-03,0,xcel-energy-mountain-bike-park-50624,2022,8,3,2,Wednesday,Aug
17187,2022-08-04,0,xcel-energy-mountain-bike-park-50624,2022,8,4,3,Thursday,Aug
17188,2022-08-05,0,xcel-energy-mountain-bike-park-50624,2022,8,5,4,Friday,Aug
17189,2022-08-06,1,xcel-energy-mountain-bike-park-50624,2022,8,6,5,Saturday,Aug
17190,2022-08-07,13,xcel-energy-mountain-bike-park-50624,2022,8,7,6,Sunday,Aug
17191,2022-08-08,3,xcel-energy-mountain-bike-park-50624,2022,8,8,0,Monday,Aug
17192,2022-08-09,0,xcel-energy-mountain-bike-park-50624,2022,8,9,1,Tuesday,Aug
17193,2022-08-10,0,xcel-energy-mountain-bike-park-50624,2022,8,10,2,Wednesday,Aug
17194,2022-08-11,0,xcel-energy-mountain-bike-park-50624,2022,8,11,3,Thursday,Aug
17195,2022-08-12,2,xcel-energy-mountain-bike-park-50624,2022,8,12,4,Friday,Aug
17196,2022-08-13,0,xcel-energy-mountain-bike-park-50624,2022,8,13,5,Saturday,Aug
17197,2022-08-14,0,xcel-energy-mountain-bike-park-50624,2022,8,14,6,Sunday,Aug
17198,2022-08-15,3,xcel-energy-mountain-bike-park-50624,2022,8,15,0,Monday,Aug
17199,2022-08-16,6,xcel-energy-mountain-bike-park-50624,2022,8,16,1,Tuesday,Aug
17200,2022-08-17,3,xcel-energy-mountain-bike-park-50624,2022,8,17,2,Wednesday,Aug
17201,2022-08-18,3,xcel-energy-mountain-bike-park-50624,2022,8,18,3,Thursday,Aug
17202,2022-08-19,2,xcel-energy-mountain-bike-park-50624,2022,8,19,4,Friday,Aug
17203,2022-08-20,12,xcel-energy-mountain-bike-park-50624,2022,8,20,5,Saturday,Aug
17204,2022-08-21,6,xcel-energy-mountain-bike-park-50624,2022,8,21,6,Sunday,Aug
17205,2022-08-22,3,xcel-energy-mountain-bike-park-50624,2022,8,22,0,Monday,Aug
17206,2022-08-23,5,xcel-energy-mountain-bike-park-50624,2022,8,23,1,Tuesday,Aug
17207,2022-08-24,3,xcel-energy-mountain-bike-park-50624,2022,8,24,2,Wednesday,Aug
17208,2022-08-25,3,xcel-energy-mountain-bike-park-50624,2022,8,25,3,Thursday,Aug
17209,2022-08-26,18,xcel-energy-mountain-bike-park-50624,2022,8,26,4,Friday,Aug
17210,2022-08-27,25,xcel-energy-mountain-bike-park-50624,2022,8,27,5,Saturday,Aug
17211,2022-08-28,14,xcel-energy-mountain-bike-park-50624,2022,8,28,6,Sunday,Aug
17212,2022-08-29,0,xcel-energy-mountain-bike-park-50624,2022,8,29,0,Monday,Aug
17213,2022-08-30,1,xcel-energy-mountain-bike-park-50624,2022,8,30,1,Tuesday,Aug
17214,2022-08-31,0,xcel-energy-mountain-bike-park-50624,2022,8,31,2,Wednesday,Aug
17215,2022-09-01,0,xcel-energy-mountain-bike-park-50624,2022,9,1,3,Thursday,Sep
17216,2022-09-02,0,xcel-energy-mountain-bike-park-50624,2022,9,2,4,Friday,Sep
17217,2022-09-03,1,xcel-energy-mountain-bike-park-50624,2022,9,3,5,Saturday,Sep
17218,2022-09-04,0,xcel-energy-mountain-bike-park-50624,2022,9,4,6,Sunday,Sep
17219,2022-09-05,4,xcel-energy-mountain-bike-park-50624,2022,9,5,0,Monday,Sep
17220,2022-09-06,0,xcel-energy-mountain-bike-park-50624,2022,9,6,1,Tuesday,Sep
17221,2022-09-07,0,xcel-energy-mountain-bike-park-50624,2022,9,7,2,Wednesday,Sep
17222,2022-09-08,0,xcel-energy-mountain-bike-park-50624,2022,9,8,3,Thursday,Sep
17223,2022-09-09,0,xcel-energy-mountain-bike-park-50624,2022,9,9,4,Friday,Sep
17224,2022-09-10,4,xcel-energy-mountain-bike-park-50624,2022,9,10,5,Saturday,Sep
17225,2022-09-11,4,xcel-energy-mountain-bike-park-50624,2022,9,11,6,Sunday,Sep
17226,2022-09-12,0,xcel-energy-mountain-bike-park-50624,2022,9,12,0,Monday,Sep
17227,2022-09-13,0,xcel-energy-mountain-bike-park-50624,2022,9,13,1,Tuesday,Sep
17228,2022-09-14,0,xcel-energy-mountain-bike-park-50624,2022,9,14,2,Wednesday,Sep
17229,2022-09-15,1,xcel-energy-mountain-bike-park-50624,2022,9,15,3,Thursday,Sep
17230,2022-09-16,0,xcel-energy-mountain-bike-park-50624,2022,9,16,4,Friday,Sep
17231,2022-09-17,0,xcel-energy-mountain-bike-park-50624,2022,9,17,5,Saturday,Sep
17232,2022-09-18,0,xcel-energy-mountain-bike-park-50624,2022,9,18,6,Sunday,Sep
17233,2022-09-19,1,xcel-energy-mountain-bike-park-50624,2022,9,19,0,Monday,Sep
17234,2022-09-20,0,xcel-energy-mountain-bike-park-50624,2022,9,20,1,Tuesday,Sep
17235,2022-09-21,0,xcel-energy-mountain-bike-park-50624,2022,9,21,2,Wednesday,Sep
17236,2022-09-22,0,xcel-energy-mountain-bike-park-50624,2022,9,22,3,Thursday,Sep
17237,2022-09-23,3,xcel-energy-mountain-bike-park-50624,2022,9,23,4,Friday,Sep
17238,2022-09-24,3,xcel-energy-mountain-bike-park-50624,2022,9,24,5,Saturday,Sep
17239,2022-09-25,1,xcel-energy-mountain-bike-park-50624,2022,9,25,6,Sunday,Sep
17240,2022-09-26,1,xcel-energy-mountain-bike-park-50624,2022,9,26,0,Monday,Sep
17241,2022-09-27,0,xcel-energy-mountain-bike-park-50624,2022,9,27,1,Tuesday,Sep
17242,2022-09-28,0,xcel-energy-mountain-bike-park-50624,2022,9,28,2,Wednesday,Sep
17243,2022-09-29,4,xcel-energy-mountain-bike-park-50624,2022,9,29,3,Thursday,Sep
17244,2022-09-30,0,xcel-energy-mountain-bike-park-50624,2022,9,30,4,Friday,Sep
17245,2022-10-01,1,xcel-energy-mountain-bike-park-50624,2022,10,1,5,Saturday,Oct
17246,2022-10-02,1,xcel-energy-mountain-bike-park-50624,2022,10,2,6,Sunday,Oct
17247,2022-10-03,0,xcel-energy-mountain-bike-park-50624,2022,10,3,0,Monday,Oct
17248,2022-10-04,0,xcel-energy-mountain-bike-park-50624,2022,10,4,1,Tuesday,Oct
17249,2022-10-05,0,xcel-energy-mountain-bike-park-50624,2022,10,5,2,Wednesday,Oct
17250,2022-10-06,2,xcel-energy-mountain-bike-park-50624,2022,10,6,3,Thursday,Oct
17251,2022-10-07,0,xcel-energy-mountain-bike-park-50624,2022,10,7,4,Friday,Oct
17252,2022-10-08,0,xcel-energy-mountain-bike-park-50624,2022,10,8,5,Saturday,Oct
17253,2022-10-09,0,xcel-energy-mountain-bike-park-50624,2022,10,9,6,Sunday,Oct
17254,2022-10-10,0,xcel-energy-mountain-bike-park-50624,2022,10,10,0,Monday,Oct
17255,2022-10-11,0,xcel-energy-mountain-bike-park-50624,2022,10,11,1,Tuesday,Oct
17256,2022-10-12,1,xcel-energy-mountain-bike-park-50624,2022,10,12,2,Wednesday,Oct
17257,2022-10-13,0,xcel-energy-mountain-bike-park-50624,2022,10,13,3,Thursday,Oct
17258,2022-10-14,0,xcel-energy-mountain-bike-park-50624,2022,10,14,4,Friday,Oct
17259,2022-10-15,1,xcel-energy-mountain-bike-park-50624,2022,10,15,5,Saturday,Oct
17260,2022-10-16,0,xcel-energy-mountain-bike-park-50624,2022,10,16,6,Sunday,Oct
17261,2022-10-17,0,xcel-energy-mountain-bike-park-50624,2022,10,17,0,Monday,Oct
17262,2022-10-18,1,xcel-energy-mountain-bike-park-50624,2022,10,18,1,Tuesday,Oct
17263,2022-10-19,1,xcel-energy-mountain-bike-park-50624,2022,10,19,2,Wednesday,Oct
17264,2022-10-20,0,xcel-energy-mountain-bike-park-50624,2022,10,20,3,Thursday,Oct
17265,2022-10-21,0,xcel-energy-mountain-bike-park-50624,2022,10,21,4,Friday,Oct
17266,2022-10-22,1,xcel-energy-mountain-bike-park-50624,2022,10,22,5,Saturday,Oct
17267,2022-10-23,1,xcel-energy-mountain-bike-park-50624,2022,10,23,6,Sunday,Oct
17268,2022-10-24,0,xcel-energy-mountain-bike-park-50624,2022,10,24,0,Monday,Oct
17269,2022-10-25,0,xcel-energy-mountain-bike-park-50624,2022,10,25,1,Tuesday,Oct
17270,2022-10-26,0,xcel-energy-mountain-bike-park-50624,2022,10,26,2,Wednesday,Oct
17271,2022-10-27,0,xcel-energy-mountain-bike-park-50624,2022,10,27,3,Thursday,Oct
17272,2022-10-28,0,xcel-energy-mountain-bike-park-50624,2022,10,28,4,Friday,Oct
17273,2022-10-29,1,xcel-energy-mountain-bike-park-50624,2022,10,29,5,Saturday,Oct
17274,2022-10-30,0,xcel-energy-mountain-bike-park-50624,2022,10,30,6,Sunday,Oct
17275,2022-10-31,0,xcel-energy-mountain-bike-park-50624,2022,10,31,0,Monday,Oct
17276,2022-11-01,0,xcel-energy-mountain-bike-park-50624,2022,11,1,1,Tuesday,Nov
17277,2022-11-02,1,xcel-energy-mountain-bike-park-50624,2022,11,2,2,Wednesday,Nov
17278,2022-11-03,1,xcel-energy-mountain-bike-park-50624,2022,11,3,3,Thursday,Nov
17279,2022-11-04,1,xcel-energy-mountain-bike-park-50624,2022,11,4,4,Friday,Nov
17280,2022-11-05,1,xcel-energy-mountain-bike-park-50624,2022,11,5,5,Saturday,Nov
17281,2022-11-06,1,xcel-energy-mountain-bike-park-50624,2022,11,6,6,Sunday,Nov
17282,2022-11-07,0,xcel-energy-mountain-bike-park-50624,2022,11,7,0,Monday,Nov
17283,2022-11-08,0,xcel-energy-mountain-bike-park-50624,2022,11,8,1,Tuesday,Nov
17284,2022-11-09,0,xcel-energy-mountain-bike-park-50624,2022,11,9,2,Wednesday,Nov
17285,2022-11-10,1,xcel-energy-mountain-bike-park-50624,2022,11,10,3,Thursday,Nov
17286,2022-11-11,1,xcel-energy-mountain-bike-park-50624,2022,11,11,4,Friday,Nov
17287,2022-11-12,1,xcel-energy-mountain-bike-park-50624,2022,11,12,5,Saturday,Nov
17288,2022-11-13,0,xcel-energy-mountain-bike-park-50624,2022,11,13,6,Sunday,Nov
17289,2022-11-14,1,xcel-energy-mountain-bike-park-50624,2022,11,14,0,Monday,Nov
17290,2022-11-15,0,xcel-energy-mountain-bike-park-50624,2022,11,15,1,Tuesday,Nov
17291,2022-11-16,0,xcel-energy-mountain-bike-park-50624,2022,11,16,2,Wednesday,Nov
17292,2022-11-17,0,xcel-energy-mountain-bike-park-50624,2022,11,17,3,Thursday,Nov
17293,2022-11-18,0,xcel-energy-mountain-bike-park-50624,2022,11,18,4,Friday,Nov
17294,2022-11-19,0,xcel-energy-mountain-bike-park-50624,2022,11,19,5,Saturday,Nov
17295,2022-11-20,1,xcel-energy-mountain-bike-park-50624,2022,11,20,6,Sunday,Nov
17296,2022-11-21,1,xcel-energy-mountain-bike-park-50624,2022,11,21,0,Monday,Nov
17297,2022-11-22,0,xcel-energy-mountain-bike-park-50624,2022,11,22,1,Tuesday,Nov
17298,2015-01-01,0,carver-lake-park,2015,1,1,3,Thursday,Jan
17299,2015-01-02,0,carver-lake-park,2015,1,2,4,Friday,Jan
17300,2015-01-03,0,carver-lake-park,2015,1,3,5,Saturday,Jan
17301,2015-01-04,0,carver-lake-park,2015,1,4,6,Sunday,Jan
17302,2015-01-05,0,carver-lake-park,2015,1,5,0,Monday,Jan
17303,2015-01-06,0,carver-lake-park,2015,1,6,1,Tuesday,Jan
17304,2015-01-07,0,carver-lake-park,2015,1,7,2,Wednesday,Jan
17305,2015-01-08,0,carver-lake-park,2015,1,8,3,Thursday,Jan
17306,2015-01-09,0,carver-lake-park,2015,1,9,4,Friday,Jan
17307,2015-01-10,0,carver-lake-park,2015,1,10,5,Saturday,Jan
17308,2015-01-11,0,carver-lake-park,2015,1,11,6,Sunday,Jan
17309,2015-01-12,0,carver-lake-park,2015,1,12,0,Monday,Jan
17310,2015-01-13,0,carver-lake-park,2015,1,13,1,Tuesday,Jan
17311,2015-01-14,0,carver-lake-park,2015,1,14,2,Wednesday,Jan
17312,2015-01-15,0,carver-lake-park,2015,1,15,3,Thursday,Jan
17313,2015-01-16,0,carver-lake-park,2015,1,16,4,Friday,Jan
17314,2015-01-17,0,carver-lake-park,2015,1,17,5,Saturday,Jan
17315,2015-01-18,0,carver-lake-park,2015,1,18,6,Sunday,Jan
17316,2015-01-19,0,carver-lake-park,2015,1,19,0,Monday,Jan
17317,2015-01-20,0,carver-lake-park,2015,1,20,1,Tuesday,Jan
17318,2015-01-21,0,carver-lake-park,2015,1,21,2,Wednesday,Jan
17319,2015-01-22,0,carver-lake-park,2015,1,22,3,Thursday,Jan
17320,2015-01-23,0,carver-lake-park,2015,1,23,4,Friday,Jan
17321,2015-01-24,0,carver-lake-park,2015,1,24,5,Saturday,Jan
17322,2015-01-25,0,carver-lake-park,2015,1,25,6,Sunday,Jan
17323,2015-01-26,0,carver-lake-park,2015,1,26,0,Monday,Jan
17324,2015-01-27,0,carver-lake-park,2015,1,27,1,Tuesday,Jan
17325,2015-01-28,0,carver-lake-park,2015,1,28,2,Wednesday,Jan
17326,2015-01-29,0,carver-lake-park,2015,1,29,3,Thursday,Jan
17327,2015-01-30,0,carver-lake-park,2015,1,30,4,Friday,Jan
17328,2015-01-31,0,carver-lake-park,2015,1,31,5,Saturday,Jan
17329,2015-02-01,0,carver-lake-park,2015,2,1,6,Sunday,Feb
17330,2015-02-02,0,carver-lake-park,2015,2,2,0,Monday,Feb
17331,2015-02-03,0,carver-lake-park,2015,2,3,1,Tuesday,Feb
17332,2015-02-04,0,carver-lake-park,2015,2,4,2,Wednesday,Feb
17333,2015-02-05,0,carver-lake-park,2015,2,5,3,Thursday,Feb
17334,2015-02-06,0,carver-lake-park,2015,2,6,4,Friday,Feb
17335,2015-02-07,0,carver-lake-park,2015,2,7,5,Saturday,Feb
17336,2015-02-08,0,carver-lake-park,2015,2,8,6,Sunday,Feb
17337,2015-02-09,0,carver-lake-park,2015,2,9,0,Monday,Feb
17338,2015-02-10,0,carver-lake-park,2015,2,10,1,Tuesday,Feb
17339,2015-02-11,0,carver-lake-park,2015,2,11,2,Wednesday,Feb
17340,2015-02-12,0,carver-lake-park,2015,2,12,3,Thursday,Feb
17341,2015-02-13,0,carver-lake-park,2015,2,13,4,Friday,Feb
17342,2015-02-14,0,carver-lake-park,2015,2,14,5,Saturday,Feb
17343,2015-02-15,0,carver-lake-park,2015,2,15,6,Sunday,Feb
17344,2015-02-16,0,carver-lake-park,2015,2,16,0,Monday,Feb
17345,2015-02-17,0,carver-lake-park,2015,2,17,1,Tuesday,Feb
17346,2015-02-18,0,carver-lake-park,2015,2,18,2,Wednesday,Feb
17347,2015-02-19,0,carver-lake-park,2015,2,19,3,Thursday,Feb
17348,2015-02-20,0,carver-lake-park,2015,2,20,4,Friday,Feb
17349,2015-02-21,0,carver-lake-park,2015,2,21,5,Saturday,Feb
17350,2015-02-22,0,carver-lake-park,2015,2,22,6,Sunday,Feb
17351,2015-02-23,0,carver-lake-park,2015,2,23,0,Monday,Feb
17352,2015-02-24,0,carver-lake-park,2015,2,24,1,Tuesday,Feb
17353,2015-02-25,0,carver-lake-park,2015,2,25,2,Wednesday,Feb
17354,2015-02-26,0,carver-lake-park,2015,2,26,3,Thursday,Feb
17355,2015-02-27,0,carver-lake-park,2015,2,27,4,Friday,Feb
17356,2015-02-28,0,carver-lake-park,2015,2,28,5,Saturday,Feb
17357,2015-03-01,0,carver-lake-park,2015,3,1,6,Sunday,Mar
17358,2015-03-02,0,carver-lake-park,2015,3,2,0,Monday,Mar
17359,2015-03-03,0,carver-lake-park,2015,3,3,1,Tuesday,Mar
17360,2015-03-04,0,carver-lake-park,2015,3,4,2,Wednesday,Mar
17361,2015-03-05,0,carver-lake-park,2015,3,5,3,Thursday,Mar
17362,2015-03-06,0,carver-lake-park,2015,3,6,4,Friday,Mar
17363,2015-03-07,0,carver-lake-park,2015,3,7,5,Saturday,Mar
17364,2015-03-08,0,carver-lake-park,2015,3,8,6,Sunday,Mar
17365,2015-03-09,0,carver-lake-park,2015,3,9,0,Monday,Mar
17366,2015-03-10,0,carver-lake-park,2015,3,10,1,Tuesday,Mar
17367,2015-03-11,1,carver-lake-park,2015,3,11,2,Wednesday,Mar
17368,2015-03-12,0,carver-lake-park,2015,3,12,3,Thursday,Mar
17369,2015-03-13,1,carver-lake-park,2015,3,13,4,Friday,Mar
17370,2015-03-14,0,carver-lake-park,2015,3,14,5,Saturday,Mar
17371,2015-03-15,0,carver-lake-park,2015,3,15,6,Sunday,Mar
17372,2015-03-16,0,carver-lake-park,2015,3,16,0,Monday,Mar
17373,2015-03-17,0,carver-lake-park,2015,3,17,1,Tuesday,Mar
17374,2015-03-18,1,carver-lake-park,2015,3,18,2,Wednesday,Mar
17375,2015-03-19,0,carver-lake-park,2015,3,19,3,Thursday,Mar
17376,2015-03-20,0,carver-lake-park,2015,3,20,4,Friday,Mar
17377,2015-03-21,1,carver-lake-park,2015,3,21,5,Saturday,Mar
17378,2015-03-22,0,carver-lake-park,2015,3,22,6,Sunday,Mar
17379,2015-03-23,0,carver-lake-park,2015,3,23,0,Monday,Mar
17380,2015-03-24,0,carver-lake-park,2015,3,24,1,Tuesday,Mar
17381,2015-03-25,0,carver-lake-park,2015,3,25,2,Wednesday,Mar
17382,2015-03-26,0,carver-lake-park,2015,3,26,3,Thursday,Mar
17383,2015-03-27,0,carver-lake-park,2015,3,27,4,Friday,Mar
17384,2015-03-28,0,carver-lake-park,2015,3,28,5,Saturday,Mar
17385,2015-03-29,0,carver-lake-park,2015,3,29,6,Sunday,Mar
17386,2015-03-30,1,carver-lake-park,2015,3,30,0,Monday,Mar
17387,2015-03-31,1,carver-lake-park,2015,3,31,1,Tuesday,Mar
17388,2015-04-01,0,carver-lake-park,2015,4,1,2,Wednesday,Apr
17389,2015-04-02,0,carver-lake-park,2015,4,2,3,Thursday,Apr
17390,2015-04-03,0,carver-lake-park,2015,4,3,4,Friday,Apr
17391,2015-04-04,0,carver-lake-park,2015,4,4,5,Saturday,Apr
17392,2015-04-05,0,carver-lake-park,2015,4,5,6,Sunday,Apr
17393,2015-04-06,0,carver-lake-park,2015,4,6,0,Monday,Apr
17394,2015-04-07,0,carver-lake-park,2015,4,7,1,Tuesday,Apr
17395,2015-04-08,0,carver-lake-park,2015,4,8,2,Wednesday,Apr
17396,2015-04-09,0,carver-lake-park,2015,4,9,3,Thursday,Apr
17397,2015-04-10,0,carver-lake-park,2015,4,10,4,Friday,Apr
17398,2015-04-11,0,carver-lake-park,2015,4,11,5,Saturday,Apr
17399,2015-04-12,0,carver-lake-park,2015,4,12,6,Sunday,Apr
17400,2015-04-13,0,carver-lake-park,2015,4,13,0,Monday,Apr
17401,2015-04-14,0,carver-lake-park,2015,4,14,1,Tuesday,Apr
17402,2015-04-15,1,carver-lake-park,2015,4,15,2,Wednesday,Apr
17403,2015-04-16,0,carver-lake-park,2015,4,16,3,Thursday,Apr
17404,2015-04-17,0,carver-lake-park,2015,4,17,4,Friday,Apr
17405,2015-04-18,1,carver-lake-park,2015,4,18,5,Saturday,Apr
17406,2015-04-19,0,carver-lake-park,2015,4,19,6,Sunday,Apr
17407,2015-04-20,0,carver-lake-park,2015,4,20,0,Monday,Apr
17408,2015-04-21,0,carver-lake-park,2015,4,21,1,Tuesday,Apr
17409,2015-04-22,0,carver-lake-park,2015,4,22,2,Wednesday,Apr
17410,2015-04-23,0,carver-lake-park,2015,4,23,3,Thursday,Apr
17411,2015-04-24,0,carver-lake-park,2015,4,24,4,Friday,Apr
17412,2015-04-25,1,carver-lake-park,2015,4,25,5,Saturday,Apr
17413,2015-04-26,1,carver-lake-park,2015,4,26,6,Sunday,Apr
17414,2015-04-27,0,carver-lake-park,2015,4,27,0,Monday,Apr
17415,2015-04-28,0,carver-lake-park,2015,4,28,1,Tuesday,Apr
17416,2015-04-29,0,carver-lake-park,2015,4,29,2,Wednesday,Apr
17417,2015-04-30,0,carver-lake-park,2015,4,30,3,Thursday,Apr
17418,2015-05-01,0,carver-lake-park,2015,5,1,4,Friday,May
17419,2015-05-02,0,carver-lake-park,2015,5,2,5,Saturday,May
17420,2015-05-03,0,carver-lake-park,2015,5,3,6,Sunday,May
17421,2015-05-04,0,carver-lake-park,2015,5,4,0,Monday,May
17422,2015-05-05,0,carver-lake-park,2015,5,5,1,Tuesday,May
17423,2015-05-06,0,carver-lake-park,2015,5,6,2,Wednesday,May
17424,2015-05-07,0,carver-lake-park,2015,5,7,3,Thursday,May
17425,2015-05-08,0,carver-lake-park,2015,5,8,4,Friday,May
17426,2015-05-09,0,carver-lake-park,2015,5,9,5,Saturday,May
17427,2015-05-10,0,carver-lake-park,2015,5,10,6,Sunday,May
17428,2015-05-11,0,carver-lake-park,2015,5,11,0,Monday,May
17429,2015-05-12,0,carver-lake-park,2015,5,12,1,Tuesday,May
17430,2015-05-13,0,carver-lake-park,2015,5,13,2,Wednesday,May
17431,2015-05-14,0,carver-lake-park,2015,5,14,3,Thursday,May
17432,2015-05-15,0,carver-lake-park,2015,5,15,4,Friday,May
17433,2015-05-16,0,carver-lake-park,2015,5,16,5,Saturday,May
17434,2015-05-17,0,carver-lake-park,2015,5,17,6,Sunday,May
17435,2015-05-18,0,carver-lake-park,2015,5,18,0,Monday,May
17436,2015-05-19,0,carver-lake-park,2015,5,19,1,Tuesday,May
17437,2015-05-20,0,carver-lake-park,2015,5,20,2,Wednesday,May
17438,2015-05-21,0,carver-lake-park,2015,5,21,3,Thursday,May
17439,2015-05-22,1,carver-lake-park,2015,5,22,4,Friday,May
17440,2015-05-23,0,carver-lake-park,2015,5,23,5,Saturday,May
17441,2015-05-24,0,carver-lake-park,2015,5,24,6,Sunday,May
17442,2015-05-25,0,carver-lake-park,2015,5,25,0,Monday,May
17443,2015-05-26,0,carver-lake-park,2015,5,26,1,Tuesday,May
17444,2015-05-27,0,carver-lake-park,2015,5,27,2,Wednesday,May
17445,2015-05-28,0,carver-lake-park,2015,5,28,3,Thursday,May
17446,2015-05-29,0,carver-lake-park,2015,5,29,4,Friday,May
17447,2015-05-30,0,carver-lake-park,2015,5,30,5,Saturday,May
17448,2015-05-31,0,carver-lake-park,2015,5,31,6,Sunday,May
17449,2015-06-01,0,carver-lake-park,2015,6,1,0,Monday,Jun
17450,2015-06-02,1,carver-lake-park,2015,6,2,1,Tuesday,Jun
17451,2015-06-03,0,carver-lake-park,2015,6,3,2,Wednesday,Jun
17452,2015-06-04,0,carver-lake-park,2015,6,4,3,Thursday,Jun
17453,2015-06-05,0,carver-lake-park,2015,6,5,4,Friday,Jun
17454,2015-06-06,1,carver-lake-park,2015,6,6,5,Saturday,Jun
17455,2015-06-07,0,carver-lake-park,2015,6,7,6,Sunday,Jun
17456,2015-06-08,0,carver-lake-park,2015,6,8,0,Monday,Jun
17457,2015-06-09,0,carver-lake-park,2015,6,9,1,Tuesday,Jun
17458,2015-06-10,2,carver-lake-park,2015,6,10,2,Wednesday,Jun
17459,2015-06-11,0,carver-lake-park,2015,6,11,3,Thursday,Jun
17460,2015-06-12,1,carver-lake-park,2015,6,12,4,Friday,Jun
17461,2015-06-13,0,carver-lake-park,2015,6,13,5,Saturday,Jun
17462,2015-06-14,0,carver-lake-park,2015,6,14,6,Sunday,Jun
17463,2015-06-15,1,carver-lake-park,2015,6,15,0,Monday,Jun
